Raison Sociale;SIREN;Année;Note;Structure;Nom UES;Entreprises UES (SIREN);Région;Département
TELLIS;519067540;2020;99;Entreprise;;;Nouvelle-Aquitaine;Corrèze
APF France Handicap;775688732;2020;84;Entreprise;;;Île-de-France;Paris
AIG;838136463;2020;99;Entreprise;;;Île-de-France;Hauts-de-Seine
CHAVIGNY DISTRIBUTION;596120170;2019;88;Entreprise;;;Centre-Val de Loire;Loir-et-Cher
Gemey Paris Maybelline NY SNC;339381584;2020;99;Entreprise;;;Centre-Val de Loire;Loiret
EDF PEI;489967687;2020;84;Entreprise;;;Île-de-France;Hauts-de-Seine
Sleever International;335278537;2020;80;Entreprise;;;Île-de-France;Essonne
NOIDIS;324418904;2020;84;Entreprise;;;Bourgogne-Franche-Comté;Haute-Saône
GROUPAMA RHONE ALPES AUVERGNE;779838366;2020;86;Unité Economique et Sociale (UES);;SECURITE PROTECTION AUVERGNE RHONE ALPES (337757256),SOCIETE DE PARTICIPATION DU SUD EST (339187452);Auvergne-Rhône-Alpes;Rhône
SABENA TECHNICS;487706046;2020;89;Entreprise;;;Nouvelle-Aquitaine;Gironde
ASSOCIATION PYRENE PLUS;777169269;2020;62;Entreprise;;;Occitanie;Hautes-Pyrénées
ENTORIA;804125391;2020;89;Entreprise;;;Île-de-France;Hauts-de-Seine
TROIS MOULINS HABITAT;786150391;2020;93;Entreprise;;;Île-de-France;Seine-et-Marne
LE FOYER REMOIS;335581211;2018;83;Entreprise;;;Grand-Est;Marne
TOKHEIM SERVICES FRANCE;345351183;2020;86;Entreprise;;;Île-de-France;Hauts-de-Seine
HOLDIS;397436767;2020;97;Entreprise;;;Auvergne-Rhône-Alpes;Ain
CORIOLIS TELECOM SAS;419735741;2020;79;Entreprise;;;Île-de-France;Paris
FG MANUFACTURE;437573082;2020;91;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
PRIME ENGINEERING;533373619;2020;83;Entreprise;;;Île-de-France;Hauts-de-Seine
MERCER (FRANCE) SAS;390589455;2020;95;Unité Economique et Sociale (UES);;MERCER CONSULTING (FRANCE) SAS  (702015413);Île-de-France;Hauts-de-Seine
AmRest Opco SAS;831200043;2020;79;Entreprise;;;Île-de-France;Hauts-de-Seine
CRMA;312139215;2020;;Entreprise;;;Île-de-France;Yvelines
SAS CHATEAUGAY DISTRIBUTION;319292710;2020;93;Entreprise;;;Auvergne-Rhône-Alpes;Allier
JPA SAS;382279974;2020;84;Entreprise;;;Bretagne;Morbihan
AIRPORT HANDLING PARTNER;493473086;2020;;Entreprise;;;Occitanie;Haute-Garonne
BMW FRANCE;722000965;2020;87;Entreprise;;;Île-de-France;Yvelines
EXPERIS FRANCE;394026934;2020;90;Entreprise;;;Pays de la Loire;Loire-Atlantique
Chambre Régionale d'Agriculture de Normandie;181400052;2020;83;Entreprise;;;Normandie;Calvados
CONFORAMA FRANCE;414819409;2020;78;Entreprise;;;Île-de-France;Seine-et-Marne
ArcelorMittal Construction France;485720627;2020;88;Entreprise;;;Grand-Est;Meuse
ASAD MENE RANCE;314238080;2020;77;Entreprise;;;Bretagne;Côtes-d'Armor
FACILAVIE;775022361;2020;;Unité Economique et Sociale (UES);;ASSAD (401516125);Centre-Val de Loire;Cher
EURIAL SERVICES;815063888;2020;77;Unité Economique et Sociale (UES);;EURIAL INTERNATIONAL (824682686),EURIAL INGREDIENTS ET NUTRITION (823521489),EURIAL MANAGEMENT (799033824),HERBIGNAC CHEESE INGREDIENTS (493056188),EURIAL LOGISTIQUE OUEST (815067871),EURIAL FOOD SERVICE & INDUSTRY (815063904),EURIAL (353543358);Pays de la Loire;Loire-Atlantique
CPAM Evreux;775574114;2020;77;Entreprise;;;Normandie;Eure
Adapei var méditerranée;300586179;2020;79;Entreprise;;;Provence-Alpes-Côte d'Azur;Var
Céline GALLETTI;834895591;2020;;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
APAJH DU NORD;303560619;2020;85;Entreprise;;;Hauts-de-France;Nord
ALDI MARCHE CUINCY SARL;444329478;2020;93;Entreprise;;;Hauts-de-France;Nord
LABORATOIRE AGUETTANT;447800210;2020;83;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
ASSOCIATION LES PAPILLONS BLANCS DU CREUSOT ET DE SA REGION;775650856;2020;92;Entreprise;;;Bourgogne-Franche-Comté;Saône-et-Loire
CITADINES;311127278;2019;91;Unité Economique et Sociale (UES);;Citadines Arc de Triomphe Operating SAS (531381416),CPS Bassano Operating (812834885);Île-de-France;Hauts-de-Seine
BUBENDORFF SAS;334192903;2020;78;Entreprise;;;Grand-Est;Haut-Rhin
APEI MOSELLE;775619596;2020;98;Entreprise;;;Grand-Est;Moselle
LIMPA NETTOYAGE;328427075;2020;79;Entreprise;;;Centre-Val de Loire;Loiret
SIKA FRANCE SAS;572232411;2020;86;Entreprise;;;Île-de-France;Seine-Saint-Denis
SAS;340774827;2020;93;Entreprise;;;Normandie;Seine-Maritime
VALEO EMBRAYAGES SAS;438834186;2020;88;Entreprise;;;Hauts-de-France;Somme
SAS;448596718;2020;94;Entreprise;;;Centre-Val de Loire;Indre-et-Loire
UGECAM CENTRE;423864941;2020;84;Entreprise;;;Centre-Val de Loire;Loiret
RAMERY TRAVAUX PUBLICS SAS;617120118;2020;;Entreprise;;;Hauts-de-France;Nord
SAFRAN AIRCRAFT ENGINES;414815217;2020;89;Entreprise;;;Île-de-France;Essonne
FERCO SAS;358802296;2020;82;Entreprise;;;Grand-Est;Moselle
SPL Le Voyage à Nantes;482414216;2020;89;Entreprise;;;Pays de la Loire;Loire-Atlantique
HYPER SAINT AUNES;480393164;2020;94;Entreprise;;;Occitanie;Hérault
STEAM MULTISERVICES SAS;350486841;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
IDEX SERVICES;632037982;2020;82;Entreprise;;;Île-de-France;Hauts-de-Seine
HORIBA ABX SAS;328031042;2020;86;Entreprise;;;Occitanie;Hérault
CEMOI CHOCOLATIER;564202166;2020;87;Entreprise;;;Occitanie;Pyrénées-Orientales
APEI DE L'ARRONDISSEMENT DE BETHUNE;783938285;2020;93;Entreprise;;;Hauts-de-France;Pas-de-Calais
Falguière Conseil;503068306;2020;88;Entreprise;;;Île-de-France;Paris
Sercel;378040497;2020;79;Entreprise;;;Pays de la Loire;Loire-Atlantique
Valophis Habitat;785769555;2020;89;Unité Economique et Sociale (UES);;Expansiel GIE (382506657),Valophis SAREPA (572204014),La Maison Familiale de Provence (309123479);Île-de-France;Val-de-Marne
Maisons & Cités;334654035;2020;94;Entreprise;;;Hauts-de-France;Nord
EURIAL LAIT;815154851;2020;;Entreprise;;;Pays de la Loire;Loire-Atlantique
DISTRIBUTION CASINO FRANCE;428268023;2020;88;Entreprise;;;Auvergne-Rhône-Alpes;Loire
Safran Ventilation Systems;710802547;2020;84;Entreprise;;;Occitanie;Haute-Garonne
RONSARD SAS;321616914;2020;80;Entreprise;;;Bretagne;Morbihan
ASS GESTION POLYCLINIQUE;308054402;2020;93;Entreprise;;;Hauts-de-France;Nord
DUMEZ ILE DE FRANCE;428781983;2020;89;Entreprise;;;Île-de-France;Val-de-Marne
ESSITY France;509395109;2020;91;Unité Economique et Sociale (UES);;ESSITY OPERATIONS LE THEIL (509599619);Île-de-France;Seine-Saint-Denis
ALDI MARCHE COLMAR SARL;451847396;2020;84;Entreprise;;;Grand-Est;Haut-Rhin
AAJD;780856910;2020;78;Entreprise;;;Normandie;Manche
NEMERA LE TREPORT;688202696;2020;82;Entreprise;;;Normandie;Seine-Maritime
SOCOTEC POWER SERVICES;067704650;2020;77;Entreprise;;;Île-de-France;Yvelines
AOSTE SNC;388818726;2020;93;Entreprise;;;Auvergne-Rhône-Alpes;Isère
GROUPE AFNOR;775724818;2020;96;Unité Economique et Sociale (UES);;AFNOR CERTIFICATION (479076002),AFNOR COMPETENCES (438096034),AFNOR DEVELOPPEMENT (479075970);Île-de-France;Seine-Saint-Denis
IPODEC;380150185;2020;86;Entreprise;;;Normandie;Seine-Maritime
Veolia Propreté SAS;572221034;2020;97;Entreprise;;;Île-de-France;Seine-Saint-Denis
TREDI;338185762;2020;83;Entreprise;;;Auvergne-Rhône-Alpes;Ain
EUROVIA AQUITAINE;414537142;2018;;Entreprise;;;Nouvelle-Aquitaine;Gironde
PPD FRANCE SAS ;339695231;2020;88;Entreprise;;;Île-de-France;Val-de-Marne
EURONEWS SA;387858046;2020;90;Entreprise;;;Auvergne-Rhône-Alpes;Rhône
STE INDUSTRIELLE DE TRANSFORMATION DE PRODUITS AGRICOLES;435520028;2020;88;Entreprise;;;Île-de-France;Hauts-de-Seine
ARC FRANCE;504313032;2020;86;Unité Economique et Sociale (UES);;ARC HOLDING (575680350),ARC TOOLING (576980049),ARC PACKAGING (577280274),ARC MANAGEMEN & SERVICES (834257081);Hauts-de-France;Pas-de-Calais
AMPHENOL FCI BESANCON;388636896;2020;81;Entreprise;;;Bourgogne-Franche-Comté;Doubs
Amundi Asset Management;437574452;2018;81;Unité Economique et Sociale (UES);;Amundi (314222902),Amundi Finance (421304601),Amundi Immobilier (315429837),Amundi Private Equity Funds (422333575),CPR AM (399392141),Amundi Tenue de Comptes (433221074),Etoile Gestion (784393688),Amundi Intermediation (352020200),Amundi IT Services (344121686),BFT Investment Managers (334316965),Société Générale Gestion - S2G (491910691),Amundi Transition Energetique (804751147);Île-de-France;Paris
AXEO-TP;414874446;2020;;Entreprise;;;Île-de-France;Hauts-de-Seine
MIX BUFFET;415183896;2019;94;Unité Economique et Sociale (UES);;GC LOGISTIC (440540656),PLH TRAITEUR (843833914);Bretagne;Morbihan
RM FORBACH;802454843;2018;79;Unité Economique et Sociale (UES);;RM SARREGUEMINES (802447045),RM FREYMING (802444828),RM CREUTZWALD (802445064),RM SAINT AVOLD (802447573),RM SARREBOURG (802443895),RM ROTHERSPITZ (802443630),RM BOULAY (804064194),RM LONGEVILLE (820724631),RM FAREBERSVILLER (832463574);Grand-Est;Moselle
ORANGE BUSINESS SERVICES SA;345039416;2019;79;Unité Economique et Sociale (UES);;ORANGE CYBERDEFENSE (512664194);Île-de-France;Seine-Saint-Denis
ALLIADE HABITAT;960506152;2019;89;Unité Economique et Sociale (UES);;ALLIADE RESSOURCES ET ORGANISATION (317324382),ALLIADE DEVELOPPEMENT IMMOBILIER (451877294),ALLIADE SYSTEME D'INFORMATION (451542385);Auvergne-Rhône-Alpes;Rhône
ATLANTIC MEDIA;335310348;2019;88;Unité Economique et Sociale (UES);;LES STUDIOS PARIS SUD (452499817),STUDIOS DE FRANCE (828492637);Île-de-France;Hauts-de-Seine
HOLDER;349557934;2018;84;Unité Economique et Sociale (UES);;BOULANGERIES PAUL (403052111),CHATEAU BLANC (335172417),iNSTITUT DE FORMATION HOLDER (482032752),PANACHAT (501703409),PANAPRO (499962942),PANETUDE (316253244),PANTIN BWANA JONES (350167896),PATISSERIE E.LADUREE (572045540),SAINT MARTIAL (350171294),AUTEF (348111980),PAUL SERVICES (492064803);Hauts-de-France;Nord
SA ORPEA;401251566;2018;84;Unité Economique et Sociale (UES);;SA LES CHARMILLES (959200247),SARL LA MAISON DE SALOME (482950573),SARL L'ATRIUM (351375365),SAS ORGANIS (449221084),SN LES JARDINS D'ESCUDIE (445050990);Île-de-France;Hauts-de-Seine
SA CGR CINEMAS;661780221;2018;88;Unité Economique et Sociale (UES);;SARL CINELEN (331540260),SARL COTE DIFFUSION (522513852),SARL LES FILMS DE LA ROCHELLE (Paris) (328109731),SARL ABBEVILLE CINE (808963433),SAS AEC (542881016),SARL AGEN (533031472),SAS ALBI - Les Cordeliers (534101282),SARL ANGEOR (320663719),SARL BCC (349641886),SARL BEAUNE (483081311),SARL BLAMOND (407535962),SARL BRUAYMOND (421468539),SARL BUXEMOND (414574541),SAS CAGNES SUR MER (522166743),SAS CAP CINEMA PERIGUEUX (448145052),SAS CAP CINEMA MANOSQUE (807423124),SARL CARCASSONNE - Multiplexe (489674721),SARL CINE CHAMPAGNE (418095980),SARL CINE LOISIRS AQUITAINE (303477897),SAS CINELILAS (510430549),SARL CINEMAS CELTIC (325221711),SAS CINEMAS DE RODEZ (426880167),SARL CINEMAS DU MANS (329425037),SAS CINEMOVIDA (453723082),SAS CINEQUAI 02 (481703460),SAS CINETOURS (392957734),SARL DRAGUIMOND (530097534),SA ESPACE LOISIRS (381508548),SARL FONTAIMOND (524499555),SARL FRANCHEMOND (522721372),SARL GEORRAY (307376012),SARL HELLUCHA (316331198),SARL HELMANI (326142353),SA IMAGE 56 (419642756),SAS KALLISTE FILMS (301102604),SARL KORIC (317781748),SARL LA ROCHELLE CINE (818397879),SARL LANESMOND (414575423),SARL LE PARIS - Les Ambiances (857201909),SARL LESCARMOND (799707153),SARL LUMONPAU (401913116),SARL MAUBIM (424533958),SARL MONCHERBOURG (421681081),SARL MONDLATTES (407535780),SARL MONMEZIERES (421680919),SAS MONTAUBAN - Multiplexe (481263804),SARL MOULINS (450634324),SARL MULTIPLEX (420591471),SARL STE NARBONNAISE DES SPECTACLES (325526135),SAS NIMES (753013929),SAS OBJECTIF CINEMASCOPE (478758477),SA SAINT-LOUIS (095782298),SARL PROCHIMAT (310348735),SARL RAYCHAMOND (392013413),SARL RAYLUMOND (333190668),SARL RAYMANTES (414575605),SARL RIVEMOND (414100347),SARL SCB (316945989),SAS SEC FILS (518648134),SARL SECA (425820107),SARL SOCEC (716120027),SARL SOPARCIN (329418156),SARL SPEC (306794488),SARL LES SPECTACLES SELECTIONNES (562920025),SARL SPLENDID (675620405),SARL TOURMOND (407535368),SARL VILLERAY (329881262),SARL VILNAMOND (404749137);Nouvelle-Aquitaine;Charente-Maritime
PAVILLON DE LA MUTUALITE;775584972;2018;94;Unité Economique et Sociale (UES);;GIE PAVILLON RADIOLOGIE (481615367),GIE des Ets Santé Privés non lucratifs Girondins (845036466),PAVILLON-OPHTALMOLOGIE GIE (499653525),PAVILLON-RADIOLOGIE GALLIENI GIE (509846770);Nouvelle-Aquitaine;Gironde
STIME;301850277;2020;85;Entreprise;;;Île-de-France;Hauts-de-Seine
CAISSE REGIONALE DU CREDIT MUTUEL ILE DE FRANCE;692043714;2019;73;Unité Economique et Sociale (UES);;FEDERATION DU CREDIT MUTUEL ILE DE FRANCE (784393464);Île-de-France;Paris
SOGEA SUD BATIMENT;421340084;2020;;Entreprise;;;Occitanie;Hérault
Van Cleef & Arpels Marketing & Services;425118098;2019;99;Unité Economique et Sociale (UES);;Les Ateliers VCA (562033175),VCA France (302148622),Ecole VCA (433901485);Île-de-France;Paris
BOLLORE SA;055804124;2018;74;Unité Economique et Sociale (UES);;BLUEBUS (501161798),BLUE SOLUTIONS (421090051);Bretagne;Finistère
La montagne;856200159;2018;77;Unité Economique et Sociale (UES);;Centre france Evènements (530297134),centre france info région (411252968);Auvergne-Rhône-Alpes;Puy-de-Dôme
LEADER GROUP;509536082;2019;78;Unité Economique et Sociale (UES);;LEADER INTERIM 39 (344135850),LEADER INTERIM 38 (351704036),LEADER PAI (378258297),LEADER INTERIM 27 (380378968),LEADER INTERIM 76 (384503165),LEADER INTERIM NORMANDIE (399705094),LEADER INTERIM 33 (403715998),LEADER INTERIM 42 (422632513),LEADER INTERIM 4531 (440384071),LEADER INTERIM 44 (440404598),LEADER INTERIM 4528 (440404705),LEADER INTERIM 62 (440404739),LEADER INTERIM 59 (440404796),LEADER INTERIM 78 (440404853),LEADER INTERIM 5980 (440404937),LEADER INTERIM 4529 (440405041),LEADER INTERIM 17 (440405074),LEADER INTERIM 95 (440423895),LEADER INTERIM 85 (448878017),LEADER INTERIM 49 (449590660),LEADER INTERIM 69 (449592096),LEADER INTERIM 9190 (479121394),LEADER INTERIM 4572 (479141152),LEADER INTERIM 5902 (479806127),LEADER INTERIM 34 (479806192),LEADER INTERIM BREIZH (487581696),LEADER INTERIM 3364 (487948507),LEADER INTERIM 92 (492122361),LEADER INTERIM 8413 (492122536),LEADER INTERIM 14 (492134218),LEADER INTERIM 5914 (493517692),LEADER INTERIM 75 (499899003),LEADER INTERIM 9573 (499899037),LEADER PAI 54 (499919801),GLTT 23 (499919843),LEADER INTERIM 7576 (499919884),REFLEX INTERIM PERIGORD (500641899),LEADER INTERIM 91 (501445522),LEADER INTERIM 31 (501445589),LEADER INTERIM 35 (501445704),LEADER INTERIM 3320 (509148334),LEADER INTERIM 6768 (509508693),LEADINSIDE (509536116),LEADER INTERIM 7627 (509536157),LEADER INTERIM 3331 (509536256),LEADER INTERIM 7519 (509536322),LEADER INTERIM 16 (509602520),EXPERH 76 (510432305),LEADER INTERIM 3316 (524163490),LEADER INTERIM 3355 (789593894),NEUTRAL RH (823143557),LEADER INTERIM 7592 (823242508),LEADER INTERIM 2878 (823242540);Île-de-France;Val-d'Oise
O2 Développement;452022858;2018;73;Unité Economique et Sociale (UES);;ASAP (499774974),ITSAP (510241672),O2 Aix (491325940),O2 Alençon (477611933),O2 Amiens (491454013),O2 Angers Est (498849207),O2 Angers Ouest (824794655),O2 Anglet (498200773),O2 Annecy (498534510),O2 Annemasse (800618357),O2 Antibes (498633098),O2 Antony (498307982),O2 Arras (491649257),O2 Ascq (833599897),O2 Asnières (497881045),O2 Aubagne (495033029),O2 Aulnay-sous-Bois (802327445),O2 Avignon (485139059),O2 Beaumont (822129136),O2 Besançon (500001631),O2 Béziers (522990175),O2 Blois (493520647),O2 Bois-Colombes (511317257),O2 Bordeaux Cenon (498252584);Pays de la Loire;Sarthe
MERCER France;390589455;2018;79;Unité Economique et Sociale (UES);;MERCER CONSULTING (702015413);Île-de-France;Hauts-de-Seine
LAFARGEHOLCIM CIMENT;302135561;2019;82;Unité Economique et Sociale (UES);;LAFARGEHOLCIM DISTRIBUTION (451120331);Île-de-France;Hauts-de-Seine
Mutualité Sociale Agricole d'Alsace;429547003;2018;57;Unité Economique et Sociale (UES);;MSA Services (521346700),Germa AI (398471862),Germa ETTI (424143089),ASEPT Alsace (493774236),Association des maisons d'accueil des seniors d'Alsace (518792957),Groupement Ménage et services (791395528),APIS (799872270);Grand-Est;Haut-Rhin
CERESIA;381960491;2019;89;Unité Economique et Sociale (UES);;COHESIS DISTRIBUTION (381165315),EUROSEM (379391147);Grand-Est;Marne
FEDERATION ADMR DE L'AUBE;302767108;2019;94;Unité Economique et Sociale (UES);;ADMR VALLEE DE L'ARMANCE (780299764),ADMR ARSONVAL (322746249),ADMR AUMONT (304865199),ADMR BAR SUR SEINE (780302873),ADMR VALLEE DE LA BARBUISE (303717169),ADMR BOUILLY (312193493),ADMR LA BRESSE (321992968),ADMR CHAOURCE (303649354),ADMR CHAVANGES (311623631),ADMR DEUX VALLEES (317480416),ADMR ESSOYES (400218590),ADMR ESTISSAC (780312211),ADMR VALLEE DU LANDION (306807579),ADMR DE LESMONT (780315081),ADMR DE LUSIGNY (312212079),ADMR DU MANTENAY (322695776),ADMR DE MARCILLY (310036322),ADMR DE MARIGNY (310068887),ADMR VALLEE DU MELDA (305914343),ADMR NOGENT TRAINEL (312627946),ADMR NORD DE L'AUBE (780313771),ADMR PETITE SEINE (313468332),ADMR DE PINEY (780322079),ADMR DE PLANCY (332137173),ADMR SOULAINES (322450263),ADMR VALLEE DE L'AUBE (301469177),ADMR VALLEE DE LA SEINE (314602194),ADMR DU VAUDOIS (780333332),ADMR DE VENDEUVRE (383990678),ADMR DE VILLENAUXE (326793627),MAISON DES SERVICES ADMR DE TROYES (822027223),MAISON DES SERVICES ADMR DE ROMILLY SUR SEINE (832717797),MAISON DES SERVICES ADMR AIX EN OTHE (840031116),ADMR MULTISERVICES (503146888),SSIAD ADMR DE L'AUBE (524429081);Grand-Est;Aube
Combronde logistique;418121018;2019;78;Unité Economique et Sociale (UES);;TRANSPORTS COMBRONDE (410262653),PRESTALOG (420112922),GARAGE COMBRONDE (354029472),AURA FRET (539506766),COMBRONDE PACKAGING (824109680),2C (494231004),CSM (751926585),FNC FINANCES (402928642);Auvergne-Rhône-Alpes;Puy-de-Dôme
